Fecha,Posición,Canción,Artista
2010-06-04,746,Lil Freak,Usher Featuring Nicki Minaj
2010-06-04,760,Rain Is A Good Thing,Luke Bryan
2010-06-04,774,"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana
2010-06-04,788,There Goes My Baby,Usher
2010-06-04,802,Water,Brad Paisley
2010-06-04,816,Undo It,Carrie Underwood
2010-06-04,830,She Won't Be Lonely Long,Clay Walker
2010-06-04,844,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO
2010-06-04,858,"Lover, Lover",Jerrod Niemann
2010-06-04,872,I Never Told You,Colbie Caillat
2010-06-04,886,Jessie's Girl,Glee Cast
2010-06-04,900,Crazy Town,Jason Aldean
2010-06-04,914,Neighbors Know My Name,Trey Songz
2010-06-04,928,I'm Back,T.I.
2010-06-04,942,Keep On Lovin' You,Steel Magnolia
2010-06-04,956,Solo,Iyaz
2010-06-04,970,I Gotta Get To You,George Strait
2010-06-04,984,Unstoppable,Rascal Flatts
2010-06-04,998,Hello Good Morning,Diddy - Dirty Money Featuring T.I.
2010-06-04,1012,Not Myself Tonight,Christina Aguilera
2010-06-04,1026,Roger That,Young Money
2010-06-04,1040,Ain't Back Yet,Kenny Chesney
2010-06-04,1054,Everything To Me,Monica
2010-06-04,1068,Neutron Star Collision (Love Is Forever),Muse
2010-06-04,1082,Say Something,Timbaland Featuring Drake
2010-06-04,1096,Woohoo,Christina Aguilera Featuring Nicki Minaj
2010-06-04,1110,Somebody To Love,Justin Bieber Featuring Usher
2010-06-04,1124,Safety Dance,Glee Cast
2010-06-04,1138,I Like It,Enrique Iglesias Featuring Pitbull
2010-06-04,1152,Wrong Baby Wrong,Martina McBride
2010-06-04,1166,Ridin' Solo,Jason Derulo
2010-06-04,1180,Ride,Ciara Featuring Ludacris
2010-06-04,1194,Bad Romance,Glee Cast
2010-06-04,1208,Love Like Crazy,Lee Brice
2010-06-04,1222,Highway 20 Ride,Zac Brown Band
2010-06-04,1236,Steady Mobbin',Young Money Featuring Gucci Mane
2010-06-04,1250,I Keep On Loving You,Reba
2010-06-04,1264,Hell On The Heart,Eric Church
2010-06-04,1278,Blah Blah Blah,Ke$ha Featuring 3OH!3
2010-06-04,1292,Pyramid,Charice Featuring Iyaz
2010-06-04,1306,A Little More Country Than That,Easton Corbin
2010-06-04,1320,Free,Zac Brown Band
2010-06-04,1334,Hold You (Hold Yuh),Gyptian
2010-06-04,1348,Today Was A Fairytale,Taylor Swift
2010-06-04,1362,Window Seat,Erykah Badu
2010-06-04,1376,Backwoods,Justin Moore
2010-06-04,1390,Poker Face,Glee Cast
2010-06-11,4,OMG,Usher Featuring will.i.am
2010-06-11,18,California Gurls,Katy Perry Featuring Snoop Dogg
2010-06-11,32,Airplanes,B.o.B Featuring Hayley Williams
2010-06-11,46,Your Love Is My Drug,Ke$ha
2010-06-11,60,Break Your Heart,Taio Cruz Featuring Ludacris
2010-06-11,74,Alejandro,Lady Gaga
2010-06-11,88,Nothin' On You,B.o.B Featuring Bruno Mars
2010-06-11,102,Bulletproof,La Roux
2010-06-11,116,"Hey, Soul Sister",Train
2010-06-11,130,Not Afraid,Eminem
2010-06-11,144,Billionaire,Travie McCoy Featuring Bruno Mars
2010-06-11,158,Young Forever,Jay-Z + Mr. Hudson
2010-06-11,172,Rude Boy,Rihanna
2010-06-11,186,Need You Now,Lady Antebellum
2010-06-11,200,Find Your Love,Drake
2010-06-11,214,Rock That Body,The Black Eyed Peas
2010-06-11,228,In My Head,Jason Derulo
2010-06-11,242,Can't Be Tamed,Miley Cyrus
2010-06-11,256,Breakeven,The Script
2010-06-11,270,Poker Face,Glee Cast
2010-06-11,284,My Chick Bad,Ludacris Featuring Nicki Minaj
2010-06-11,298,Over,Drake
2010-06-11,312,Telephone,Lady Gaga Featuring Beyonce
2010-06-11,326,Beautiful Day,Lee DeWyze
2010-06-11,340,Undo It,Carrie Underwood
2010-06-11,354,Eenie Meenie,Sean Kingston & Justin Bieber
2010-06-11,368,Haven't Met You Yet,Michael Buble
2010-06-11,382,Impossible,Shontelle
2010-06-11,396,Un-Thinkable (I'm Ready),Alicia Keys
2010-06-11,410,Bad Romance,Lady Gaga
2010-06-11,424,Cooler Than Me,Mike Posner
2010-06-11,438,TiK ToK,Ke$ha
2010-06-11,452,The House That Built Me,Miranda Lambert
2010-06-11,466,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne"
2010-06-11,480,Whataya Want From Me,Adam Lambert
2010-06-11,494,My First Kiss,3OH!3 Featuring Ke$ha
2010-06-11,508,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross"
2010-06-11,522,Winner,Jamie Foxx Featuring Justin Timberlake & T .I.
2010-06-11,536,Imma Be,The Black Eyed Peas
2010-06-11,550,If We Ever Meet Again,Timbaland Featuring Katy Perry
2010-06-11,564,This Afternoon,Nickelback
2010-06-11,578,I Gotta Feeling,The Black Eyed Peas
2010-06-11,592,Say Aah,Trey Songz Featuring Fabolous
2010-06-11,606,Hallelujah,Lee DeWyze
2010-06-11,620,Pray For You,Jaron And The Long Road To Love
2010-06-11,634,Hey Daddy (Daddy's Home),Usher Featuring Plies
2010-06-11,648,All The Right Moves,OneRepublic
2010-06-11,662,Carry Out,Timbaland Featuring Justin Timberlake
2010-06-11,676,Lose My Mind,Young Jeezy Featuring Plies
2010-06-11,690,Baby,Justin Bieber Featuring Ludacris
2010-06-11,704,Gimmie That Girl,Joe Nichols
2010-06-11,718,Rain Is A Good Thing,Luke Bryan
2010-06-11,732,Water,Brad Paisley
2010-06-11,746,Bad Romance,Glee Cast
2010-06-11,760,"Lover, Lover",Jerrod Niemann
2010-06-11,774,Ridin' Solo,Jason Derulo
2010-06-11,788,Up To The Mountain,Crystal Bowersox
2010-06-11,802,American Honey,Lady Antebellum
2010-06-11,816,There Goes My Baby,Usher
2010-06-11,830,The Man I Want To Be,Chris Young
2010-06-11,844,Crazy Town,Jason Aldean
2010-06-11,858,She Won't Be Lonely Long,Clay Walker
2010-06-11,872,Lil Freak,Usher Featuring Nicki Minaj
2010-06-11,886,"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana
2010-06-11,900,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO
2010-06-11,914,Falling Slowly,Lee DeWyze & Crystal Bowersox
2010-06-11,928,Hello Good Morning,Diddy - Dirty Money Featuring T.I.
2010-06-11,942,I Never Told You,Colbie Caillat
2010-06-11,956,Somebody To Love,Justin Bieber Featuring Usher
2010-06-11,970,I Like It,Enrique Iglesias Featuring Pitbull
2010-06-11,984,I'm Back,T.I.
2010-06-11,998,Beth,Glee Cast
2010-06-11,1012,I Gotta Get To You,George Strait
2010-06-11,1026,Unstoppable,Rascal Flatts
2010-06-11,1040,Neighbors Know My Name,Trey Songz
2010-06-11,1054,Keep On Lovin' You,Steel Magnolia
2010-06-11,1068,Love Like Crazy,Lee Brice
2010-06-11,1082,Ride,Ciara Featuring Ludacris
2010-06-11,1096,Solo,Iyaz
2010-06-11,1110,Free,Zac Brown Band
2010-06-11,1124,Leave Right Now,Will Young
2010-06-11,1138,Wrong Baby Wrong,Martina McBride
2010-06-11,1152,Roger That,Young Money
2010-06-11,1166,Everything To Me,Monica
2010-06-11,1180,Ain't Back Yet,Kenny Chesney
2010-06-11,1194,I Keep On Loving You,Reba
2010-06-11,1208,Highway 20 Ride,Zac Brown Band
2010-06-11,1222,The Boxer,Lee DeWyze
2010-06-11,1236,Touchin On My,3OH!3
2010-06-11,1250,The Only Exception,Paramore
2010-06-11,1264,Teach Me How To Dougie,Cali Swag District
2010-06-11,1278,Dream On,Glee Cast Featuring Neil Patrick Harris
2010-06-11,1292,Who Dat,J. Cole
2010-06-11,1306,Nightmare,Avenged Sevenfold
2010-06-11,1320,Not Myself Tonight,Christina Aguilera
2010-06-11,1334,I Dreamed A Dream,Glee Cast Featuring Idina Menzel
2010-06-11,1348,Jessie's Girl,Glee Cast
2010-06-11,1362,Sex Room,Ludacris Featuring Trey Songz
2010-06-11,1376,You And Your Heart,Jack Johnson
2010-06-11,1390,Super High,Rick Ross Featuring Ne-Yo
2010-06-18,4,California Gurls,Katy Perry Featuring Snoop Dogg
2010-06-18,18,OMG,Usher Featuring will.i.am
2010-06-18,32,Airplanes,B.o.B Featuring Hayley Williams
2010-06-18,46,Your Love Is My Drug,Ke$ha
2010-06-18,60,Billionaire,Travie McCoy Featuring Bruno Mars
2010-06-18,74,Break Your Heart,Taio Cruz Featuring Ludacris
2010-06-18,88,Alejandro,Lady Gaga
2010-06-18,102,Nothin' On You,B.o.B Featuring Bruno Mars
2010-06-18,116,Rock That Body,The Black Eyed Peas
2010-06-18,130,Bulletproof,La Roux
2010-06-18,144,Not Afraid,Eminem
2010-06-18,158,"Hey, Soul Sister",Train
2010-06-18,172,Find Your Love,Drake
2010-06-18,186,Need You Now,Lady Antebellum
2010-06-18,200,Miss Me,Drake Featuring Lil Wayne
2010-06-18,214,Young Forever,Jay-Z + Mr. Hudson
2010-06-18,228,Rude Boy,Rihanna
2010-06-18,242,In My Head,Jason Derulo
2010-06-18,256,Cooler Than Me,Mike Posner
2010-06-18,270,Breakeven,The Script
2010-06-18,284,Over,Drake
2010-06-18,298,Can't Be Tamed,Miley Cyrus
2010-06-18,312,Telephone,Lady Gaga Featuring Beyonce
2010-06-18,326,My Chick Bad,Ludacris Featuring Nicki Minaj
2010-06-18,340,Undo It,Carrie Underwood
2010-06-18,354,Dynamite,Taio Cruz
2010-06-18,368,Haven't Met You Yet,Michael Buble
2010-06-18,382,My First Kiss,3OH!3 Featuring Ke$ha
2010-06-18,396,Un-Thinkable (I'm Ready),Alicia Keys
2010-06-18,410,Impossible,Shontelle
2010-06-18,424,The House That Built Me,Miranda Lambert
2010-06-18,438,TiK ToK,Ke$ha
2010-06-18,452,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross"
2010-06-18,466,Ridin' Solo,Jason Derulo
2010-06-18,480,Eenie Meenie,Sean Kingston & Justin Bieber
2010-06-18,494,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne"
2010-06-18,508,Bad Romance,Lady Gaga
2010-06-18,522,Got Your Back,T.I. Featuring Keri Hilson
2010-06-18,536,This Afternoon,Nickelback
2010-06-18,550,Whataya Want From Me,Adam Lambert
2010-06-18,564,If We Ever Meet Again,Timbaland Featuring Katy Perry
2010-06-18,578,I Gotta Feeling,The Black Eyed Peas
2010-06-18,592,Pray For You,Jaron And The Long Road To Love
2010-06-18,606,Yeah Ya Know (Takers),T.I.
2010-06-18,620,Imma Be,The Black Eyed Peas
2010-06-18,634,Water,Brad Paisley
2010-06-18,648,Lose My Mind,Young Jeezy Featuring Plies
2010-06-18,662,Rain Is A Good Thing,Luke Bryan
2010-06-18,676,Hey Daddy (Daddy's Home),Usher Featuring Plies
2010-06-18,690,"Lover, Lover",Jerrod Niemann
2010-06-18,704,Your Love,Nicki Minaj
2010-06-18,718,Baby,Justin Bieber Featuring Ludacris
2010-06-18,732,There Goes My Baby,Usher
2010-06-18,746,Somebody To Love,Justin Bieber Featuring Usher
2010-06-18,760,I Like It,Enrique Iglesias Featuring Pitbull
2010-06-18,774,Winner,Jamie Foxx Featuring Justin Timberlake & T .I.
2010-06-18,788,Crazy Town,Jason Aldean
2010-06-18,802,She Won't Be Lonely Long,Clay Walker
2010-06-18,816,Gimmie That Girl,Joe Nichols
2010-06-18,830,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO
2010-06-18,844,Hello Good Morning,Diddy - Dirty Money Featuring T.I.
2010-06-18,858,I Never Told You,Colbie Caillat
2010-06-18,872,The Man I Want To Be,Chris Young
2010-06-18,886,Love Like Crazy,Lee Brice
2010-06-18,900,You And Your Heart,Jack Johnson
2010-06-18,914,Free,Zac Brown Band
2010-06-18,928,Lil Freak,Usher Featuring Nicki Minaj
2010-06-18,942,I'm Back,T.I.
2010-06-18,956,Good Vibrations,Glee Cast
2010-06-18,970,Poker Face,Glee Cast
2010-06-18,984,Ride,Ciara Featuring Ludacris
2010-06-18,998,Beautiful Day,Lee DeWyze
2010-06-18,1012,Neighbors Know My Name,Trey Songz
2010-06-18,1026,"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana
2010-06-18,1040,Deja Vu,3OH!3
2010-06-18,1054,Hallelujah,Lee DeWyze
2010-06-18,1068,Wrong Baby Wrong,Martina McBride
2010-06-18,1082,I Gotta Get To You,George Strait
2010-06-18,1096,Another One Bites The Dust,Glee Cast
2010-06-18,1110,Falling Slowly,Lee DeWyze & Crystal Bowersox
2010-06-18,1124,Teach Me How To Dougie,Cali Swag District
2010-06-18,1138,Unstoppable,Rascal Flatts
2010-06-18,1152,Pretty Good At Drinkin' Beer,Billy Currington
2010-06-18,1166,I Keep On Loving You,Reba
2010-06-18,1180,Sex Room,Ludacris Featuring Trey Songz
2010-06-18,1194,The Only Exception,Paramore
2010-06-18,1208,Tell Me Something Good,Glee Cast
2010-06-18,1222,Solo,Iyaz
2010-06-18,1236,Keep On Lovin' You,Steel Magnolia
2010-06-18,1250,Everything To Me,Monica
2010-06-18,1264,I'm In,Keith Urban
2010-06-18,1278,Glitter In The Air,P!nk
2010-06-18,1292,Loser,Glee Cast
2010-06-18,1306,Little White Church,Little Big Town
2010-06-18,1320,"It's A Man's, Man's Man's World",Glee Cast
2010-06-18,1334,Dirty Picture,Taio Cruz Featuring Ke$ha
2010-06-18,1348,Shark In The Water,V V Brown
2010-06-18,1362,Hold You (Hold Yuh),Gyptian
2010-06-18,1376,Roger That,Young Money
2010-06-18,1390,Animal,Neon Trees
2010-06-25,4,California Gurls,Katy Perry Featuring Snoop Dogg
2010-06-25,18,OMG,Usher Featuring will.i.am
2010-06-25,32,Airplanes,B.o.B Featuring Hayley Williams
2010-06-25,46,Billionaire,Travie McCoy Featuring Bruno Mars
2010-06-25,60,Alejandro,Lady Gaga
2010-06-25,74,Your Love Is My Drug,Ke$ha
2010-06-25,88,Break Your Heart,Taio Cruz Featuring Ludacris
2010-06-25,102,Not Afraid,Eminem
2010-06-25,116,Rock That Body,The Black Eyed Peas
2010-06-25,130,Find Your Love,Drake
2010-06-25,144,Nothin' On You,B.o.B Featuring Bruno Mars
2010-06-25,158,"Hey, Soul Sister",Train
2010-06-25,172,Bulletproof,La Roux
2010-06-25,186,Cooler Than Me,Mike Posner
2010-06-25,200,Need You Now,Lady Antebellum
2010-06-25,214,Young Forever,Jay-Z + Mr. Hudson
2010-06-25,228,My First Kiss,3OH!3 Featuring Ke$ha
2010-06-25,242,Rude Boy,Rihanna
2010-06-25,256,Ridin' Solo,Jason Derulo
2010-06-25,270,In My Head,Jason Derulo
2010-06-25,284,Breakeven,The Script
2010-06-25,298,Un-Thinkable (I'm Ready),Alicia Keys
2010-06-25,312,Undo It,Carrie Underwood
2010-06-25,326,Can't Be Tamed,Miley Cyrus
2010-06-25,340,Impossible,Shontelle
2010-06-25,354,Your Love,Nicki Minaj
2010-06-25,368,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross"
2010-06-25,382,Haven't Met You Yet,Michael Buble
2010-06-25,396,The House That Built Me,Miranda Lambert
2010-06-25,410,Telephone,Lady Gaga Featuring Beyonce
2010-06-25,424,Over,Drake
2010-06-25,438,I Like It,Enrique Iglesias Featuring Pitbull
2010-06-25,452,Never Say Never,Justin Bieber Featuring Jaden Smith
2010-06-25,466,My Chick Bad,Ludacris Featuring Nicki Minaj
2010-06-25,480,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne"
2010-06-25,494,This Afternoon,Nickelback
2010-06-25,508,Faithfully,Glee Cast
2010-06-25,522,TiK ToK,Ke$ha
2010-06-25,536,If We Ever Meet Again,Timbaland Featuring Katy Perry
2010-06-25,550,I Gotta Feeling,The Black Eyed Peas
2010-06-25,564,Pray For You,Jaron And The Long Road To Love
2010-06-25,578,Whataya Want From Me,Adam Lambert
2010-06-25,592,Waka Waka (This Time For Africa),Shakira Featuring Freshlyground
2010-06-25,606,Over The Rainbow,Glee Cast
2010-06-25,620,Dynamite,Taio Cruz
2010-06-25,634,Bad Romance,Lady Gaga
2010-06-25,648,Eenie Meenie,Sean Kingston & Justin Bieber
2010-06-25,662,Somebody To Love,Justin Bieber Featuring Usher
2010-06-25,676,Water,Brad Paisley
2010-06-25,690,Miss Me,Drake Featuring Lil Wayne
2010-06-25,704,Rain Is A Good Thing,Luke Bryan
2010-06-25,718,There Goes My Baby,Usher
2010-06-25,732,"Lover, Lover",Jerrod Niemann
2010-06-25,746,Free,Zac Brown Band
2010-06-25,760,She Won't Be Lonely Long,Clay Walker
2010-06-25,774,Lose My Mind,Young Jeezy Featuring Plies
2010-06-25,788,Crazy Town,Jason Aldean
2010-06-25,802,Any Way You Want It/Lovin' Touchin' Squeezin',Glee Cast
2010-06-25,816,Don't Stop Believin',Glee Cast
2010-06-25,830,Love Like Crazy,Lee Brice
2010-06-25,844,Hello Good Morning,Diddy - Dirty Money Featuring T.I.
2010-06-25,858,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO
2010-06-25,872,Got Your Back,T.I. Featuring Keri Hilson
2010-06-25,886,I Never Told You,Colbie Caillat
2010-06-25,900,Ride,Ciara Featuring Ludacris
2010-06-25,914,Bionic,Christina Aguilera
2010-06-25,928,Beautiful Monster,Ne-Yo
2010-06-25,942,Gimmie That Girl,Joe Nichols
2010-06-25,956,The Man I Want To Be,Chris Young
2010-06-25,970,Hey,Lil Jon Featuring 3OH!3
2010-06-25,984,Winner,Jamie Foxx Featuring Justin Timberlake & T .I.
2010-06-25,998,Sex Room,Ludacris Featuring Trey Songz
2010-06-25,1012,Not Myself Tonight,Christina Aguilera
2010-06-25,1026,Lil Freak,Usher Featuring Nicki Minaj
2010-06-25,1040,To Sir With Love,Glee Cast
2010-06-25,1054,Teach Me How To Dougie,Cali Swag District
2010-06-25,1068,Wrong Baby Wrong,Martina McBride
2010-06-25,1082,I'm Back,T.I.
2010-06-25,1096,I Keep On Loving You,Reba
2010-06-25,1110,Pretty Good At Drinkin' Beer,Billy Currington
2010-06-25,1124,The Only Exception,Paramore
2010-06-25,1138,I'm In,Keith Urban
2010-06-25,1152,Shark In The Water,V V Brown
2010-06-25,1166,Bohemian Rhapsody,Glee Cast Featuring Jonathan Groff
2010-06-25,1180,Glitter In The Air,P!nk
2010-06-25,1194,Neighbors Know My Name,Trey Songz
2010-06-25,1208,Little White Church,Little Big Town
2010-06-25,1222,Half Of My Heart,John Mayer
2010-06-25,1236,Wavin' Flag,K'Naan
2010-06-25,1250,If It's Love,Train
2010-06-25,1264,Hold You (Hold Yuh),Gyptian
2010-06-25,1278,"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana
2010-06-25,1292,Animal,Neon Trees
2010-06-25,1306,Poker Face,Glee Cast
2010-06-25,1320,I Gotta Get To You,George Strait
2010-06-25,1334,Keep On Lovin' You,Steel Magnolia
2010-06-25,1348,Everything To Me,Monica
2010-06-25,1362,Secrets,OneRepublic
2010-06-25,1376,Woohoo,Christina Aguilera Featuring Nicki Minaj
2010-06-25,1390,Yeah Ya Know (Takers),T.I.
2010-07-02,4,California Gurls,Katy Perry Featuring Snoop Dogg
2010-07-02,18,OMG,Usher Featuring will.i.am
2010-07-02,32,Airplanes,B.o.B Featuring Hayley Williams
2010-07-02,46,Billionaire,Travie McCoy Featuring Bruno Mars
2010-07-02,60,Find Your Love,Drake
2010-07-02,74,Your Love Is My Drug,Ke$ha
2010-07-02,88,Alejandro,Lady Gaga
2010-07-02,102,Cooler Than Me,Mike Posner
2010-07-02,116,Not Afraid,Eminem
2010-07-02,130,Break Your Heart,Taio Cruz Featuring Ludacris
2010-07-02,144,Rock That Body,The Black Eyed Peas
2010-07-02,158,Bulletproof,La Roux
2010-07-02,172,Nothin' On You,B.o.B Featuring Bruno Mars
2010-07-02,186,"Hey, Soul Sister",Train
2010-07-02,200,My First Kiss,3OH!3 Featuring Ke$ha
2010-07-02,214,Ridin' Solo,Jason Derulo
2010-07-02,228,Impossible,Shontelle
2010-07-02,242,Need You Now,Lady Antebellum
2010-07-02,256,Young Forever,Jay-Z + Mr. Hudson
2010-07-02,270,Breakeven,The Script
2010-07-02,284,Un-Thinkable (I'm Ready),Alicia Keys
2010-07-02,298,Can't Be Tamed,Miley Cyrus
2010-07-02,312,Rude Boy,Rihanna
2010-07-02,326,In My Head,Jason Derulo
2010-07-02,340,Undo It,Carrie Underwood
2010-07-02,354,I Like It,Enrique Iglesias Featuring Pitbull
2010-07-02,368,Your Love,Nicki Minaj
2010-07-02,382,Haven't Met You Yet,Michael Buble
2010-07-02,396,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross"
2010-07-02,410,The House That Built Me,Miranda Lambert
2010-07-02,424,Dynamite,Taio Cruz
2010-07-02,438,Over,Drake
2010-07-02,452,Somebody To Love,Justin Bieber Featuring Usher
2010-07-02,466,This Afternoon,Nickelback
2010-07-02,480,Telephone,Lady Gaga Featuring Beyonce
2010-07-02,494,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne"
2010-07-02,508,Pray For You,Jaron And The Long Road To Love
2010-07-02,522,Waka Waka (This Time For Africa),Shakira Featuring Freshlyground
2010-07-02,536,TiK ToK,Ke$ha
2010-07-02,550,If We Ever Meet Again,Timbaland Featuring Katy Perry
2010-07-02,564,Whataya Want From Me,Adam Lambert
2010-07-02,578,Free,Zac Brown Band
2010-07-02,592,I Gotta Feeling,The Black Eyed Peas
2010-07-02,606,There Goes My Baby,Usher
2010-07-02,620,My Chick Bad,Ludacris Featuring Nicki Minaj
2010-07-02,634,Rain Is A Good Thing,Luke Bryan
2010-07-02,648,Water,Brad Paisley
2010-07-02,662,"Lover, Lover",Jerrod Niemann
2010-07-02,676,Up All Night,Drake Featuring Nicki Minaj
2010-07-02,690,Bad Romance,Lady Gaga
2010-07-02,704,Crazy Town,Jason Aldean
2010-07-02,718,Hello Good Morning,Diddy - Dirty Money Featuring T.I.
2010-07-02,732,She Won't Be Lonely Long,Clay Walker
2010-07-02,746,Lose My Mind,Young Jeezy Featuring Plies
2010-07-02,760,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO
2010-07-02,774,Ride,Ciara Featuring Ludacris
2010-07-02,788,9 AM In Dallas,Drake
2010-07-02,802,Eenie Meenie,Sean Kingston & Justin Bieber
2010-07-02,816,Love Like Crazy,Lee Brice
2010-07-02,830,I Never Told You,Colbie Caillat
2010-07-02,844,Got Your Back,T.I. Featuring Keri Hilson
2010-07-02,858,Hey,Lil Jon Featuring 3OH!3
2010-07-02,872,Miss Me,Drake Featuring Lil Wayne
2010-07-02,886,Beautiful Monster,Ne-Yo
2010-07-02,900,Never Say Never,Justin Bieber Featuring Jaden Smith
2010-07-02,914,Teach Me How To Dougie,Cali Swag District
2010-07-02,928,Gimmie That Girl,Joe Nichols
2010-07-02,942,Pretty Good At Drinkin' Beer,Billy Currington
2010-07-02,956,Sex Room,Ludacris Featuring Trey Songz
2010-07-02,970,Shark In The Water,V V Brown
2010-07-02,984,Fireworks,Drake Featuring Alicia Keys
2010-07-02,998,The Man I Want To Be,Chris Young
2010-07-02,1012,The Only Exception,Paramore
2010-07-02,1026,Wrong Baby Wrong,Martina McBride
2010-07-02,1040,Half Of My Heart,John Mayer
2010-07-02,1054,Glitter In The Air,P!nk
2010-07-02,1068,If It's Love,Train
2010-07-02,1082,I Keep On Loving You,Reba
2010-07-02,1096,I'm In,Keith Urban
2010-07-02,1110,Winner,Jamie Foxx Featuring Justin Timberlake & T .I.
2010-07-02,1124,Another Way To Die,Disturbed
2010-07-02,1138,Wavin' Flag,K'Naan
2010-07-02,1152,Little White Church,Little Big Town
